coding,epoch,train_acc,train_loss,val_acc,val_loss,T,lr,tau,tau_out,hidden_dim,batch_size,seed,run_id,rate_scale,ttfs_alpha,phase_period,burst_win
rate,5,0.5,1.226352220958041,0.4953271028037383,1.0642822880611242,10,0.002,2.0,2.0,256,16,42,T10_lr0.002_tau2.0,1.0,,,
rate,6,0.5185567010309279,1.3084446884922145,0.40186915887850466,1.9805085079692235,10,0.002,2.0,2.0,256,16,42,T10_lr0.002_tau2.0,1.0,,,
rate,7,0.48350515463917526,1.3299684187800613,0.514018691588785,0.8379012964596259,10,0.002,2.0,2.0,256,16,42,T10_lr0.002_tau2.0,1.0,,,
rate,8,0.5391752577319587,1.232813996138032,0.4766355140186916,1.512873153820216,10,0.002,2.0,2.0,256,16,42,T10_lr0.002_tau2.0,1.0,,,
rate,9,0.5381443298969072,1.164684610022712,0.4953271028037383,1.008374569572021,10,0.002,2.0,2.0,256,16,42,T10_lr0.002_tau2.0,1.0,,,
rate,10,0.5082474226804123,1.3294002609154614,0.5327102803738317,1.1412666657260646,10,0.002,2.0,2.0,256,16,42,T10_lr0.002_tau2.0,1.0,,,
rate,1,0.4072164948453608,4.842283589815356,0.5233644859813084,1.9265619638924287,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,2,0.5762886597938144,1.8414515618196468,0.5233644859813084,1.7794850273667095,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,3,0.6175257731958763,1.2142576547013115,0.6261682242990654,0.9639777329480537,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,4,0.6195876288659794,1.0639691327650522,0.6074766355140186,1.4017568381033212,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,5,0.6762886597938145,0.9862741112094564,0.5607476635514018,1.3725208305866918,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,6,0.6989690721649484,0.8841972996279136,0.6074766355140186,1.0189523312533013,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,7,0.711340206185567,0.8197011027139487,0.5887850467289719,0.9632861694999945,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,8,0.7206185567010309,0.8231031237189302,0.6542056074766355,1.1677775137892394,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,9,0.7587628865979381,0.6928643718208234,0.6261682242990654,1.6319168221170657,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,10,0.7917525773195876,0.5969529497254755,0.7383177570093458,1.100605041902756,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,1.0,,,
rate,1,0.4041237113402062,5.117073197217332,0.4485981308411215,3.524128281067465,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,2,0.511340206185567,2.174397859991211,0.34579439252336447,1.771141585902633,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,3,0.5835051546391753,1.3222429575379362,0.5700934579439252,0.9125823712794581,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,4,0.6072164948453608,1.2571807642572934,0.5233644859813084,1.6013823870186494,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,5,0.5989690721649484,1.2848567126952495,0.5046728971962616,1.3355564876137493,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,6,0.6515463917525773,1.014907263480511,0.6074766355140186,0.8734007327356071,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,7,0.6515463917525773,1.156217460288215,0.6822429906542056,0.6453011904921487,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,8,0.7082474226804124,0.8622896635655275,0.6261682242990654,1.4639561783487551,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,9,0.6721649484536083,1.021148270307128,0.5981308411214953,1.5318551119242874,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,10,0.6927835051546392,1.0231278517811568,0.5514018691588785,1.3265628324490841,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,1.0,,,
rate,1,0.31237113402061856,5.141956543676632,0.48598130841121495,3.257972590277128,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,2,0.5432989690721649,2.9431796073913574,0.5046728971962616,3.924919957312468,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,3,0.545360824742268,2.6433801444535403,0.5514018691588785,2.0969126491903145,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,4,0.565979381443299,1.9404307090130049,0.5794392523364486,2.474304629263477,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,5,0.5123711340206185,2.1260123085729856,0.411214953271028,2.7233177055822355,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,6,0.5103092783505154,2.0124018934584154,0.5887850467289719,1.663487098484396,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,7,0.5195876288659794,2.165594058675864,0.411214953271028,1.8141833176122648,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,8,0.51340206185567,2.0357609453889514,0.45794392523364486,1.6225403447017492,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,9,0.4793814432989691,1.7688946586294272,0.3644859813084112,2.0024879736320993,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,10,0.5020618556701031,1.65245387480431,0.42990654205607476,1.8362089997140048,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,1.0,,,
rate,1,0.4061855670103093,7.048518677347714,0.42990654205607476,5.797667957911981,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,2,0.5051546391752577,2.4672148006478536,0.4485981308411215,2.6656246909471317,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,3,0.5670103092783505,1.8068395845668832,0.5981308411214953,1.6433229390705857,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,4,0.6896907216494845,1.5497257426841973,0.5887850467289719,1.6605297516439563,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,5,0.7268041237113402,1.1567696918531791,0.6261682242990654,1.5373314128857907,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,6,0.7525773195876289,0.8134180293869726,0.7383177570093458,0.8255995584425525,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,7,0.8103092783505155,0.545351719733366,0.719626168224299,1.47310900409645,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,8,0.8185567010309278,0.4254572793380501,0.7757009345794392,0.5213510341176363,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,9,0.8597938144329897,0.4200337885734961,0.7476635514018691,1.0866908085680453,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,10,0.8938144329896908,0.2849912519614721,0.7663551401869159,0.9565379786714215,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,1.0,,,
rate,1,0.3958762886597938,4.600038617173421,0.40186915887850466,3.8152391331218114,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,2,0.49381443298969074,2.0868386472623373,0.5233644859813084,1.794477333253789,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,3,0.5597938144329897,1.7772359056571094,0.5233644859813084,1.404275849043766,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,4,0.6443298969072165,1.7500215323929935,0.6355140186915887,2.116580124213317,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,5,0.643298969072165,1.7481414154632804,0.6542056074766355,1.2130282913970056,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,6,0.6845360824742268,1.4632063138116267,0.6448598130841121,1.3301089779238835,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,7,0.7175257731958763,1.084036744562621,0.6915887850467289,0.9959126265249519,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,8,0.7711340206185567,0.9213407778248345,0.6448598130841121,1.516640528340206,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,9,0.7494845360824742,0.8707020518706017,0.6822429906542056,1.3689909335051742,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,10,0.790721649484536,0.7604024332823213,0.7383177570093458,1.048234785271582,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,1.0,,,
rate,1,0.35051546391752575,6.5585550055061415,0.48598130841121495,5.502857194882687,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
rate,2,0.488659793814433,3.077402472741825,0.45794392523364486,2.6897062185768768,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
rate,3,0.49690721649484537,2.3481400883074888,0.5046728971962616,2.4532860751463987,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
rate,4,0.488659793814433,2.601712078900681,0.514018691588785,1.7476671254523446,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
rate,5,0.5329896907216495,2.12794608369316,0.5233644859813084,1.7358949396097771,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
rate,6,0.5525773195876289,1.904626922509105,0.42990654205607476,3.8141608260502324,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
rate,7,0.5360824742268041,1.9395608852819068,0.5046728971962616,1.3668611550999579,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
rate,8,0.5257731958762887,2.1178378822877235,0.45794392523364486,1.683398659541228,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
rate,9,0.5216494845360825,2.281017726721223,0.5514018691588785,1.5063820069081315,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
rate,10,0.5814432989690722,1.7819065777296872,0.514018691588785,1.8255859947650233,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,1.0,,,
